protein1 protein2 combined_score
208964.PA0017 208964.PA4595 417
208964.PA4595 208964.PA0017 417
208964.PA0017 208964.PA4663 161
208964.PA4663 208964.PA0017 161
208964.PA0017 208964.PA4664 320
208964.PA4664 208964.PA0017 320
208964.PA0017 208964.PA4677 178
208964.PA4677 208964.PA0017 178
208964.PA0017 208964.PA4742 164
208964.PA4742 208964.PA0017 164
208964.PA0017 208964.PA4744 793
208964.PA4744 208964.PA0017 793
208964.PA0017 208964.PA4752 883
208964.PA4752 208964.PA0017 883
208964.PA0017 208964.PA4807 157
208964.PA4807 208964.PA0017 157
208964.PA0017 208964.PA4919 164
208964.PA4919 208964.PA0017 164
208964.PA0017 208964.PA4937 231
208964.PA4937 208964.PA0017 231
208964.PA0017 208964.PA4978 176
208964.PA4978 208964.PA0017 176
208964.PA0017 208964.PA5015 827
208964.PA5015 208964.PA0017 827
208964.PA0017 208964.PA5063 320
208964.PA5063 208964.PA0017 320
208964.PA0017 208964.PA5252 417
208964.PA5252 208964.PA0017 417
208964.PA0017 208964.PA5260 199
208964.PA5260 208964.PA0017 199
208964.PA0017 208964.PA5278 199
208964.PA5278 208964.PA0017 199
208964.PA0017 208964.PA5335 194
208964.PA5335 208964.PA0017 194
208964.PA0017 208964.PA5336 200
208964.PA5336 208964.PA0017 200
208964.PA0017 208964.PA5337 525
208964.PA5337 208964.PA0017 525
208964.PA0018 208964.PA0342 401
208964.PA0342 208964.PA0018 401
208964.PA0018 208964.PA0350 293
208964.PA0350 208964.PA0018 293
208964.PA0018 208964.PA1843 811
208964.PA1843 208964.PA0018 811
208964.PA0018 208964.PA2442 680
208964.PA2442 208964.PA0018 680
208964.PA0018 208964.PA2444 325
208964.PA2444 208964.PA0018 325
208964.PA0018 208964.PA3469 293
208964.PA3469 208964.PA0018 293
208964.PA0018 208964.PA3482 797
208964.PA3482 208964.PA0018 797
208964.PA0018 208964.PA4019 199
208964.PA4019 208964.PA0018 199
208964.PA0018 208964.PA4237 194
208964.PA4237 208964.PA0018 194
208964.PA0018 208964.PA4239 195
208964.PA4239 208964.PA0018 195
208964.PA0018 208964.PA4267 193
208964.PA4267 208964.PA0018 193
208964.PA0018 208964.PA4273 186
208964.PA4273 208964.PA0018 186
208964.PA0018 208964.PA4602 325
208964.PA4602 208964.PA0018 325
208964.PA0018 208964.PA4811 243
208964.PA4811 208964.PA0018 243
208964.PA0018 208964.PA5215 680
208964.PA5215 208964.PA0018 680
208964.PA0018 208964.PA5415 325
208964.PA5415 208964.PA0018 325
208964.PA0019 208964.PA0572 158
208964.PA0572 208964.PA0019 158
208964.PA0019 208964.PA0579 550
208964.PA0579 208964.PA0019 550
208964.PA0019 208964.PA1082 173
208964.PA1082 208964.PA0019 173
208964.PA0019 208964.PA1146 183
208964.PA1146 208964.PA0019 183
208964.PA0019 208964.PA1191 191
208964.PA1191 208964.PA0019 191
208964.PA0019 208964.PA1800 550
208964.PA1800 208964.PA0019 550
208964.PA0019 208964.PA1946 158
208964.PA1946 208964.PA0019 158
208964.PA0019 208964.PA1991 183
208964.PA1991 208964.PA0019 183
208964.PA0019 208964.PA2235 169
208964.PA2235 208964.PA0019 169
208964.PA0019 208964.PA2619 177
208964.PA2619 208964.PA0019 177
208964.PA0019 208964.PA2741 550
208964.PA2741 208964.PA0019 550
208964.PA0019 208964.PA2742 550
208964.PA2742 208964.PA0019 550
208964.PA0019 208964.PA2748 310
208964.PA2748 208964.PA0019 310
208964.PA0019 208964.PA2970 550
208964.PA2970 208964.PA0019 550
208964.PA0019 208964.PA3116 189
208964.PA3116 208964.PA0019 189
208964.PA0019 208964.PA3481 169
208964.PA3481 208964.PA0019 169
208964.PA0019 208964.PA3656 550
208964.PA3656 208964.PA0019 550
208964.PA0019 208964.PA3657 310
208964.PA3657 208964.PA0019 310
208964.PA0019 208964.PA3742 550
208964.PA3742 208964.PA0019 550
208964.PA0019 208964.PA3744 190
208964.PA3744 208964.PA0019 190
208964.PA0019 208964.PA3745 550
208964.PA3745 208964.PA0019 550
208964.PA0019 208964.PA3982 168
208964.PA3982 208964.PA0019 168
208964.PA0019 208964.PA4237 731
208964.PA4237 208964.PA0019 731
208964.PA0019 208964.PA4239 550
208964.PA4239 208964.PA0019 550
208964.PA0019 208964.PA4240 550
208964.PA4240 208964.PA0019 550
208964.PA0019 208964.PA4241 550
208964.PA4241 208964.PA0019 550
208964.PA0019 208964.PA4244 550
208964.PA4244 208964.PA0019 550
208964.PA0019 208964.PA4245 550
208964.PA4245 208964.PA0019 550
208964.PA0019 208964.PA4246 550
208964.PA4246 208964.PA0019 550
208964.PA0019 208964.PA4247 550
208964.PA4247 208964.PA0019 550
208964.PA0019 208964.PA4248 550
208964.PA4248 208964.PA0019 550
208964.PA0019 208964.PA4249 550
208964.PA4249 208964.PA0019 550
208964.PA0019 208964.PA4250 550
208964.PA4250 208964.PA0019 550
208964.PA0019 208964.PA4251 550
208964.PA4251 208964.PA0019 550
208964.PA0019 208964.PA4252 550
208964.PA4252 208964.PA0019 550
208964.PA0019 208964.PA4253 550
208964.PA4253 208964.PA0019 550
208964.PA0019 208964.PA4254 550
208964.PA4254 208964.PA0019 550
208964.PA0019 208964.PA4255 550
208964.PA4255 208964.PA0019 550
208964.PA0019 208964.PA4256 550
208964.PA4256 208964.PA0019 550
208964.PA0019 208964.PA4257 550
208964.PA4257 208964.PA0019 550
208964.PA0019 208964.PA4258 947
208964.PA4258 208964.PA0019 947
208964.PA0019 208964.PA4259 550
208964.PA4259 208964.PA0019 550
208964.PA0019 208964.PA4260 550
208964.PA4260 208964.PA0019 550
208964.PA0019 208964.PA4261 550
208964.PA4261 208964.PA0019 550
208964.PA0019 208964.PA4262 551
208964.PA4262 208964.PA0019 551
208964.PA0019 208964.PA4263 550
208964.PA4263 208964.PA0019 550
208964.PA0019 208964.PA4264 550
208964.PA4264 208964.PA0019 550
208964.PA0019 208964.PA4267 550
208964.PA4267 208964.PA0019 550
208964.PA0019 208964.PA4268 550
208964.PA4268 208964.PA0019 550
208964.PA0019 208964.PA4274 550
208964.PA4274 208964.PA0019 550
208964.PA0019 208964.PA4432 550
208964.PA4432 208964.PA0019 550
208964.PA0019 208964.PA4433 550
208964.PA4433 208964.PA0019 550
208964.PA0019 208964.PA4563 550
208964.PA4563 208964.PA0019 550
208964.PA0019 208964.PA4565 175
208964.PA4565 208964.PA0019 175
208964.PA0019 208964.PA4567 550
208964.PA4567 208964.PA0019 550
208964.PA0019 208964.PA4568 550
208964.PA4568 208964.PA0019 550
208964.PA0019 208964.PA4627 198
208964.PA4627 208964.PA0019 198
208964.PA0019 208964.PA4671 550
208964.PA4671 208964.PA0019 550
208964.PA0019 208964.PA4727 239
208964.PA4727 208964.PA0019 239
208964.PA0019 208964.PA4731 182
208964.PA4731 208964.PA0019 182
208964.PA0019 208964.PA4741 550
208964.PA4741 208964.PA0019 550
208964.PA0019 208964.PA4746 226
208964.PA4746 208964.PA0019 226
208964.PA0019 208964.PA4768 212
208964.PA4768 208964.PA0019 212
208964.PA0019 208964.PA4932 550
208964.PA4932 208964.PA0019 550
208964.PA0019 208964.PA4934 550
208964.PA4934 208964.PA0019 550
208964.PA0019 208964.PA4935 608
208964.PA4935 208964.PA0019 608
208964.PA0019 208964.PA4937 200
208964.PA4937 208964.PA0019 200
208964.PA0019 208964.PA4952 182
208964.PA4952 208964.PA0019 182
208964.PA0019 208964.PA5049 550
208964.PA5049 208964.PA0019 550
208964.PA0019 208964.PA5221 205
208964.PA5221 208964.PA0019 205
208964.PA0019 208964.PA5278 224
208964.PA5278 208964.PA0019 224
208964.PA0019 208964.PA5315 550
208964.PA5315 208964.PA0019 550
208964.PA0019 208964.PA5570 550
208964.PA5570 208964.PA0019 550
208964.PA0020 208964.PA0403 658
208964.PA0403 208964.PA0020 658
208964.PA0020 208964.PA0408 266
208964.PA0408 208964.PA0020 266
208964.PA0020 208964.PA0531 405
208964.PA0531 208964.PA0020 405
208964.PA0020 208964.PA0686 187
208964.PA0686 208964.PA0020 187
208964.PA0020 208964.PA0687 247
208964.PA0687 208964.PA0020 247
208964.PA0020 208964.PA1448 175
208964.PA1448 208964.PA0020 175
208964.PA0020 208964.PA1729 405
208964.PA1729 208964.PA0020 405
208964.PA0020 208964.PA1742 405
208964.PA1742 208964.PA0020 405
208964.PA0020 208964.PA1812 409
208964.PA1812 208964.PA0020 409
208964.PA0020 208964.PA2676 247
208964.PA2676 208964.PA0020 247
208964.PA0020 208964.PA2677 187
208964.PA2677 208964.PA0020 187
208964.PA0020 208964.PA3004 618
208964.PA3004 208964.PA0020 618
208964.PA0020 208964.PA3102 247
208964.PA3102 208964.PA0020 247
208964.PA0020 208964.PA3103 187
208964.PA3103 208964.PA0020 187
208964.PA0020 208964.PA3623 409
208964.PA3623 208964.PA0020 409
208964.PA0020 208964.PA3625 658
208964.PA3625 208964.PA0020 658
208964.PA0020 208964.PA3769 658
208964.PA3769 208964.PA0020 658
208964.PA0020 208964.PA4526 187
208964.PA4526 208964.PA0020 187
208964.PA0020 208964.PA4645 618
208964.PA4645 208964.PA0020 618
208964.PA0020 208964.PA4646 658
208964.PA4646 208964.PA0020 658
208964.PA0020 208964.PA4751 160
208964.PA4751 208964.PA0020 160
208964.PA0020 208964.PA4924 409
208964.PA4924 208964.PA0020 409
208964.PA0020 208964.PA4947 409
208964.PA4947 208964.PA0020 409
208964.PA0020 208964.PA5040 525
208964.PA5040 208964.PA0020 525
208964.PA0020 208964.PA5042 525
208964.PA5042 208964.PA0020 525
208964.PA0020 208964.PA5044 525
208964.PA5044 208964.PA0020 525
208964.PA0020 208964.PA5210 187
208964.PA5210 208964.PA0020 187
208964.PA0021 208964.PA3617 617
208964.PA3617 208964.PA0021 617
208964.PA0021 208964.PA4232 846
208964.PA4232 208964.PA0021 846
208964.PA0021 208964.PA5261 808
208964.PA5261 208964.PA0021 808
208964.PA0022 208964.PA0580 891
208964.PA0580 208964.PA0022 891
208964.PA0022 208964.PA0597 167
208964.PA0597 208964.PA0022 167
208964.PA0022 208964.PA3685 278
208964.PA3685 208964.PA0022 278
208964.PA0022 208964.PA4948 447
208964.PA4948 208964.PA0022 447
208964.PA0022 208964.PA5204 435
208964.PA5204 208964.PA0022 435
208964.PA0023 208964.PA0118 257
208964.PA0118 208964.PA0023 257
208964.PA0023 208964.PA0376 240
208964.PA0376 208964.PA0023 240
208964.PA0023 208964.PA0421 451
208964.PA0421 208964.PA0023 451
208964.PA0023 208964.PA1135 174
208964.PA1135 208964.PA0023 174
208964.PA0023 208964.PA1648 150
208964.PA1648 208964.PA0023 150
208964.PA0023 208964.PA2197 150
208964.PA2197 208964.PA0023 150
208964.PA0023 208964.PA3997 234
208964.PA3997 208964.PA0023 234
208964.PA0023 208964.PA4115 180
208964.PA4115 208964.PA0023 180
208964.PA0024 208964.PA0237 152
208964.PA0237 208964.PA0024 152
208964.PA0024 208964.PA2851 216
208964.PA2851 208964.PA0024 216
208964.PA0024 208964.PA3158 152
208964.PA3158 208964.PA0024 152
208964.PA0024 208964.PA3344 167
208964.PA3344 208964.PA0024 167
208964.PA0024 208964.PA3482 237
208964.PA3482 208964.PA0024 237
208964.PA0024 208964.PA3713 840
208964.PA3713 208964.PA0024 840
208964.PA0024 208964.PA3834 277
208964.PA3834 208964.PA0024 277
208964.PA0024 208964.PA5034 834
208964.PA5034 208964.PA0024 834
208964.PA0024 208964.PA5149 152
208964.PA5149 208964.PA0024 152
208964.PA0025 208964.PA0245 845
208964.PA0245 208964.PA0025 845
208964.PA0025 208964.PA0548 256
208964.PA0548 208964.PA0025 256
208964.PA0025 208964.PA0609 209
208964.PA0609 208964.PA0025 209
208964.PA0025 208964.PA0854 172
208964.PA0854 208964.PA0025 172
208964.PA0025 208964.PA0903 188
208964.PA0903 208964.PA0025 188
208964.PA0025 208964.PA1001 209
208964.PA1001 208964.PA0025 209
208964.PA0025 208964.PA1750 304
208964.PA1750 208964.PA0025 304
208964.PA0025 208964.PA1758 209
208964.PA1758 208964.PA0025 209
208964.PA0025 208964.PA1901 297
208964.PA1901 208964.PA0025 297
208964.PA0025 208964.PA2110 172
208964.PA2110 208964.PA0025 172
208964.PA0025 208964.PA2111 181
208964.PA2111 208964.PA0025 181
208964.PA0025 208964.PA2843 297
208964.PA2843 208964.PA0025 297
208964.PA0025 208964.PA2943 304
208964.PA2943 208964.PA0025 304
208964.PA0025 208964.PA3118 152
208964.PA3118 208964.PA0025 152
208964.PA0025 208964.PA3617 202
208964.PA3617 208964.PA0025 202
208964.PA0025 208964.PA3631 189
208964.PA3631 208964.PA0025 189
208964.PA0025 208964.PA4212 297
208964.PA4212 208964.PA0025 297
208964.PA0025 208964.PA4231 876
208964.PA4231 208964.PA0025 876
208964.PA0025 208964.PA4470 172
208964.PA4470 208964.PA0025 172
208964.PA0025 208964.PA4509 172
208964.PA4509 208964.PA0025 172
208964.PA0025 208964.PA4510 181
208964.PA4510 208964.PA0025 181
208964.PA0025 208964.PA4759 183
208964.PA4759 208964.PA0025 183
208964.PA0025 208964.PA4846 845
208964.PA4846 208964.PA0025 845
208964.PA0025 208964.PA5039 946
208964.PA5039 208964.PA0025 946
208964.PA0025 208964.PA5066 158
208964.PA5066 208964.PA0025 158
208964.PA0025 208964.PA5141 158
208964.PA5141 208964.PA0025 158
208964.PA0025 208964.PA5320 797
208964.PA5320 208964.PA0025 797
208964.PA0025 208964.PA5549 154
208964.PA5549 208964.PA0025 154
208964.PA0027 208964.PA0590 235
208964.PA0590 208964.PA0027 235
208964.PA0027 208964.PA3087 235
208964.PA3087 208964.PA0027 235
208964.PA0027 208964.PA4269 347
208964.PA4269 208964.PA0027 347
208964.PA0027 208964.PA4408 155
208964.PA4408 208964.PA0027 155
208964.PA0027 208964.PA4931 155
208964.PA4931 208964.PA0027 155
208964.PA0029 208964.PA0164 214
208964.PA0164 208964.PA0029 214
208964.PA0029 208964.PA0330 300
208964.PA0330 208964.PA0029 300
208964.PA0029 208964.PA0361 214
208964.PA0361 208964.PA0029 214
208964.PA0029 208964.PA0440 457
208964.PA0440 208964.PA0029 457
208964.PA0029 208964.PA0548 303
208964.PA0548 208964.PA0029 303
208964.PA0029 208964.PA1049 207
208964.PA1049 208964.PA0029 207
208964.PA0029 208964.PA1338 214
208964.PA1338 208964.PA0029 214
208964.PA0029 208964.PA1587 359
208964.PA1587 208964.PA0029 359
208964.PA0029 208964.PA1905 207
208964.PA1905 208964.PA0029 207
208964.PA0029 208964.PA2025 359
208964.PA2025 208964.PA0029 359
208964.PA0029 208964.PA2052 558
208964.PA2052 208964.PA0029 558
208964.PA0029 208964.PA2181 460
208964.PA2181 208964.PA0029 460
208964.PA0029 208964.PA2250 359
208964.PA2250 208964.PA0029 359
208964.PA0029 208964.PA2442 410
208964.PA2442 208964.PA0029 410
208964.PA0029 208964.PA2445 459
208964.PA2445 208964.PA0029 459
208964.PA0029 208964.PA2446 410
208964.PA2446 208964.PA0029 410
208964.PA0029 208964.PA2796 301
208964.PA2796 208964.PA0029 301
208964.PA0029 208964.PA2991 359
208964.PA2991 208964.PA0029 359
208964.PA0029 208964.PA3602 457
208964.PA3602 208964.PA0029 457
208964.PA0029 208964.PA3617 341
208964.PA3617 208964.PA0029 341
208964.PA0029 208964.PA3839 271
208964.PA3839 208964.PA0029 271
208964.PA0029 208964.PA4216 207
208964.PA4216 208964.PA0029 207
208964.PA0029 208964.PA4431 341
208964.PA4431 208964.PA0029 341
208964.PA0029 208964.PA4670 295
208964.PA4670 208964.PA0029 295
208964.PA0029 208964.PA4796 410
208964.PA4796 208964.PA0029 410
208964.PA0029 208964.PA4829 359
208964.PA4829 208964.PA0029 359
208964.PA0029 208964.PA4949 370
208964.PA4949 208964.PA0029 370
208964.PA0029 208964.PA5035 457
208964.PA5035 208964.PA0029 457
208964.PA0029 208964.PA5036 542
208964.PA5036 208964.PA0029 542
208964.PA0029 208964.PA5213 459
208964.PA5213 208964.PA0029 459
208964.PA0029 208964.PA5214 410
208964.PA5214 208964.PA0029 410
208964.PA0029 208964.PA5215 410
208964.PA5215 208964.PA0029 410
208964.PA0029 208964.PA5418 410
208964.PA5418 208964.PA0029 410
208964.PA0030 208964.PA0250 402
208964.PA0250 208964.PA0030 402
208964.PA0030 208964.PA1854 535
208964.PA1854 208964.PA0030 535
208964.PA0030 208964.PA3233 402
208964.PA3233 208964.PA0030 402
208964.PA0030 208964.PA3400 368
208964.PA3400 208964.PA0030 368
208964.PA0030 208964.PA3888 400
208964.PA3888 208964.PA0030 400
208964.PA0030 208964.PA3889 461
208964.PA3889 208964.PA0030 461
208964.PA0030 208964.PA3890 400
208964.PA3890 208964.PA0030 400
208964.PA0030 208964.PA3891 461
208964.PA3891 208964.PA0030 461
208964.PA0030 208964.PA5094 605
208964.PA5094 208964.PA0030 605
208964.PA0030 208964.PA5095 797
208964.PA5095 208964.PA0030 797
208964.PA0030 208964.PA5376 825
208964.PA5376 208964.PA0030 825
208964.PA0030 208964.PA5377 927
208964.PA5377 208964.PA0030 927
208964.PA0031 208964.PA0071 229
208964.PA0071 208964.PA0031 229
208964.PA0031 208964.PA0101 214
208964.PA0101 208964.PA0031 214
208964.PA0031 208964.PA0342 304
208964.PA0342 208964.PA0031 304
208964.PA0031 208964.PA0350 225
208964.PA0350 208964.PA0031 225
208964.PA0031 208964.PA0391 468
208964.PA0391 208964.PA0031 468
208964.PA0031 208964.PA0804 256
208964.PA0804 208964.PA0031 256
208964.PA0031 208964.PA1046 380
208964.PA1046 208964.PA0031 380
208964.PA0031 208964.PA1163 420
208964.PA1163 208964.PA0031 420
208964.PA0031 208964.PA1167 317
208964.PA1167 208964.PA0031 317
208964.PA0031 208964.PA1578 814
208964.PA1578 208964.PA0031 814
208964.PA0031 208964.PA1726 290
208964.PA1726 208964.PA0031 290
208964.PA0031 208964.PA1784 317
208964.PA1784 208964.PA0031 317
208964.PA0031 208964.PA1990 431
208964.PA1990 208964.PA0031 431
208964.PA0031 208964.PA2077 417
208964.PA2077 208964.PA0031 417
208964.PA0031 208964.PA2237 323
208964.PA2237 208964.PA0031 323
208964.PA0031 208964.PA2293 214
208964.PA2293 208964.PA0031 214
208964.PA0031 208964.PA2395 229
208964.PA2395 208964.PA0031 229
208964.PA0031 208964.PA2475 264
208964.PA2475 208964.PA0031 264
208964.PA0031 208964.PA2856 395
208964.PA2856 208964.PA0031 395
208964.PA0031 208964.PA3005 290
208964.PA3005 208964.PA0031 290
208964.PA0031 208964.PA3060 214
208964.PA3060 208964.PA0031 214
208964.PA0031 208964.PA3125 395
208964.PA3125 208964.PA0031 395
208964.PA0031 208964.PA3331 264
208964.PA3331 208964.PA0031 264
208964.PA0031 208964.PA3469 225
208964.PA3469 208964.PA0031 225
208964.PA0031 208964.PA3679 264
208964.PA3679 208964.PA0031 264
208964.PA0031 208964.PA3734 431
208964.PA3734 208964.PA0031 431
208964.PA0031 208964.PA3750 395
208964.PA3750 208964.PA0031 395
208964.PA0031 208964.PA4167 256
208964.PA4167 208964.PA0031 256
208964.PA0031 208964.PA4859 214
208964.PA4859 208964.PA0031 214
208964.PA0034 208964.PA0928 322
208964.PA0928 208964.PA0034 322
208964.PA0034 208964.PA0991 423
208964.PA0991 208964.PA0034 423
208964.PA0034 208964.PA1611 423
208964.PA1611 208964.PA0034 423
208964.PA0034 208964.PA2583 423
208964.PA2583 208964.PA0034 423
208964.PA0034 208964.PA2824 423
208964.PA2824 208964.PA0034 423
208964.PA0034 208964.PA3044 343
208964.PA3044 208964.PA0034 343
208964.PA0034 208964.PA3462 423
208964.PA3462 208964.PA0034 423
208964.PA0034 208964.PA3946 340
208964.PA3946 208964.PA0034 340
208964.PA0035 208964.PA0036 999
208964.PA0036 208964.PA0035 999
208964.PA0035 208964.PA0257 214
208964.PA0257 208964.PA0035 214
208964.PA0035 208964.PA0268 207
208964.PA0268 208964.PA0035 207
208964.PA0035 208964.PA0331 577
208964.PA0331 208964.PA0035 577
208964.PA0035 208964.PA0333 371
208964.PA0333 208964.PA0035 371
208964.PA0035 208964.PA0335 563
208964.PA0335 208964.PA0035 563
208964.PA0035 208964.PA0355 370
208964.PA0355 208964.PA0035 370
208964.PA0035 208964.PA0390 888
208964.PA0390 208964.PA0035 888
208964.PA0035 208964.PA0399 373
208964.PA0399 208964.PA0035 373
208964.PA0035 208964.PA0501 905
208964.PA0501 208964.PA0035 905
208964.PA0035 208964.PA0609 207
208964.PA0609 208964.PA0035 207
208964.PA0035 208964.PA0651 899
208964.PA0651 208964.PA0035 899
208964.PA0035 208964.PA0706 484
208964.PA0706 208964.PA0035 484
208964.PA0035 208964.PA0710 927
208964.PA0710 208964.PA0035 927
208964.PA0035 208964.PA0803 614
208964.PA0803 208964.PA0035 614
208964.PA0035 208964.PA0804 560
208964.PA0804 208964.PA0035 560
208964.PA0035 208964.PA0814 221
208964.PA0814 208964.PA0035 221
208964.PA0035 208964.PA0851 577
208964.PA0851 208964.PA0035 577
208964.PA0035 208964.PA0932 373
208964.PA0932 208964.PA0035 373
208964.PA0035 208964.PA0978 214
208964.PA0978 208964.PA0035 214
208964.PA0035 208964.PA0983 214
208964.PA0983 208964.PA0035 214
208964.PA0035 208964.PA0987 214
208964.PA0987 208964.PA0035 214
208964.PA0035 208964.PA1001 207
208964.PA1001 208964.PA0035 207
208964.PA0035 208964.PA1061 373
208964.PA1061 208964.PA0035 373
208964.PA0035 208964.PA1089 563
208964.PA1089 208964.PA0035 563
208964.PA0035 208964.PA1135 370
208964.PA1135 208964.PA0035 370
208964.PA0035 208964.PA1143 563
208964.PA1143 208964.PA0035 563
208964.PA0035 208964.PA1276 347
208964.PA1276 208964.PA0035 347
208964.PA0035 208964.PA1280 582
208964.PA1280 208964.PA0035 582
208964.PA0035 208964.PA1296 950
208964.PA1296 208964.PA0035 950
208964.PA0035 208964.PA1310 902
208964.PA1310 208964.PA0035 902
208964.PA0035 208964.PA1326 577
208964.PA1326 208964.PA0035 577
208964.PA0035 208964.PA1353 614
208964.PA1353 208964.PA0035 614
208964.PA0035 208964.PA1487 371
208964.PA1487 208964.PA0035 371
208964.PA0035 208964.PA1525 295
208964.PA1525 208964.PA0035 295
208964.PA0035 208964.PA1559 286
208964.PA1559 208964.PA0035 286
208964.PA0035 208964.PA1560 286
208964.PA1560 208964.PA0035 286
208964.PA0035 208964.PA1568 221
208964.PA1568 208964.PA0035 221
208964.PA0035 208964.PA1654 207
208964.PA1654 208964.PA0035 207
208964.PA0035 208964.PA1757 951
208964.PA1757 208964.PA0035 951
208964.PA0035 208964.PA1758 207
208964.PA1758 208964.PA0035 207
